Name,Title,Reviews,Rating,Date of Experience
Olena J,Offered us to swim 54 miles,"While searching for a Greek holiday package on lastminute.com, I was offered a hotel and a flight included. After checking the distance between the hotel and the airport, I was advised that it was a 54 miles. That was fine, however, after booking and contacting the hotel I was informed that the airport was located in the different part of the country and furthermore it was on a very remote island. 54 miles was the distance by water which they, probably, assumed I would swim on my holiday suitcase. There was no ferry connection on that day between the islands where the hotel and the airport were located. Panic and helplessness overwhelmed me completely. How can this flight appear in the package at all??? After contacting the lastminute agents 3 times, I faced bored and blind indifference to the problem. Two of the three agents I spoke to indifferently listened, refused to connect me to the manager, one of them was yawning in the receiver and blamed me that it was my fault that I conscientiously picked that flight!! and showed no sympathy in trying to change the flight and the airport. As a result, my holiday was ruined from the very beginning as my journey to the hotel took me 24 hours when I had to travel 404 km from the airport using a ferry, taxis, buses and two trains in 36 C which added hundreds of pounds to the trip. To say that I was sorry I used lastminute is to say nothing. Never in my life I will advise lastminute to any of my friends.",Rated 1 out of 5 stars,13 August 2022
Simon Lee,Honestly the worst business ever,Honestly the worst business I've ever dealt with. No customer service. Literally just a COMPUTER SAYS NO business. Call centre useless. Email contacts useless. SHAME ON YOU lastminute.com,Rated 1 out of 5 stars,13 August 2022
Dana,Prompt and efficient,n/a,Rated 5 out of 5 stars,13 August 2022
Tom Plant,Booked with lastminute.com August 2021…,Booked with lastminute.com August 2021 to travel in April 2022 booked flights and cases 3 days before we travelled were told we had to change airports but only passengers would be transferred so we would have to rebook luggage then they would refund back finally after numerous phone calls got a refund back 4 months later less their booking fees which they said was not refundable and could only give back what airport had given them so we lost out 25% of our luggage costs even though they did not transfer our cases if I was you and thinking of booking holiday DO NOT BUY YOUR BAGGAGE WHEN YOU BOOK you will get it cheaper with the airline and will get your full money back if there's a problem Will never book with lastminute.com again and advise you to steer clear,Rated 1 out of 5 stars,13 August 2022
Aco,Useless,"Useless, gave me the wrong ref number, for BA so it blocked the system. Managed to get the correct ref number from BA and when I put it in, it was a group booking so couldn't check in. I called the group booking number and they are closed on Saturday.   EDITThey've contacted me today asking for more details. 7 months later...",Rated 1 out of 5 stars,13 August 2022
Derek,Great service,n/a,Rated 5 out of 5 stars,13 August 2022
Body Talk,Dreadful,"Dreadful! DO NOT TRUST THEM. Poor service & can't be asked to do anything or resolve a problem they created.Outbound flight had luggage included.  No option to add inbound luggage before booking was completed.  Went to do it after & totally ripped off £80 one way.  Complained, told they would resolve it within 3 days, a week later & nothing.  Told the website prices were wrong & also told to sort it myself with the airline because they simply can't be asked.",Rated 1 out of 5 stars,13 August 2022
Franko,Pretty good id say BUT big concerns…,"Pretty good id say BUT big concerns with the fact that they registered me to some programme that is not clear if there is a charge or not. Plus took 5 days to get an invoice? Ive never experienced that so unsure if its standard. If it is, I find it ridiculous that I couldn't get a simple receipt of my purchase.",Rated 3 out of 5 stars,13 August 2022
Stirling Ward,The booking experience was very…straightforward.,"The booking experience was very straightforward, an excellent choice of hotels and the best prices.",Rated 5 out of 5 stars,13 August 2022
Jim Durie,Thieves and Vagabonds,"Concur with all those that had a bad experience. They asked me for First Name and Surname only, then booked flights using that data. I have a middle name on my passport. When I realised they hadn’t collected the whole data required to travel, I immediately called to make a correction (within 5 mins). They couldn’t make a name correction despite me having a Premium Service package which says it allows that? I had to book another flight and try to cancel and recover lost funds. They are at best unscrupulous and at worst downright devious. There is no Customer Care and their inflexibility is outrageous. My advice is to bypass the lure of cheaper products and book with an agency that cares, even if they care only slightly, because Lastminute.com care not one jot. Avoid at all costs.",Rated 1 out of 5 stars,13 August 2022
Gemma,Excellent,The booking experience was very straightforward and stress free. I would recommend this to others,Rated 5 out of 5 stars,12 August 2022
Mrs  Sykes,Hilton York,"Easy to book and pay. Lovely hotel, comfortable rooms and good facilities, helpful staff. Excellent city break, location in centre of York, easy walking distance for attractions, The Shambles, the river and park for walks. Lots of bars and restaurants to choose from",Rated 5 out of 5 stars,12 August 2022
Andrew,STAY AWAY FROM THIS COMPANY. I have now used last minute only twice…,"I have now used last minute only twice the first occasion 4 years ago I arrived at the hotel to be told they would not except the booking. This time I booked a date but it gave me the closest date to it.  It did not make this obvious and booked the wrong date. Tried to get refund.  No chance terrible customer service, that’s when you do get through.",Rated 1 out of 5 stars,12 August 2022
Emely,We got a good deal at the last minute…,We got a good deal at the last minute which was really great for us. Brilliant service 👏,Rated 5 out of 5 stars,12 August 2022
Emma Buckingham,Upon arrival at our hotel in London (3…,"Upon arrival at our hotel in London (3 adults and 1 child) I was asked for payment, payment is on arrival they said !  ( luckily I had received my credit card statement the day before so knew it had been paid ) . We were then given the key to our room , on entering the room we found 1 double bed and a very small sofa bed with one pillow ! I went back to reception to ask where we were all meant to sleep - she said I had booked a room for 2 adults and 2 children which I had not apparently lastminute.com allow you to book this room for 3 adults and a child but it is not suitable ! No other room was available for us . In the end they gave us another pop up single bed making the suite very cramped . On further inspection we had 1 coffee mug for 4 people , no drinks in the mini bar ( soft drinks were supposed to be free ) and no robes (not so important but not there ) . I again reported this and on the last day we got drinks for our mini bar and 2 robes ! We were not informed about breakfast times and prices and on the whole we were very disappointed ☹️",Rated 1 out of 5 stars,12 August 2022
Silvinha santos,Zero,"Zero, It was awful experience, so upset about my booking, and I paid them £151.00 to change my passenger details and they didn't do anything to help and, never againnever ever use this company, this is a scam, I paid two tickets for me and my boyfriend for our holiday in Portugal and I realized that the booking was fake, I'm feeling sick for having spent so much money for a scam, and the contact numbers they give also do not exist, they have to be reported",Rated 1 out of 5 stars,12 August 2022
Gideon Chimuchere,THIS COMPANY IS A SCAM,"THIS COMPANY IS A SCAM, I BOOKED TO TRAVEL TO LILLE ON EUROSTAR YESTERDAY , PAID £584 POUNDS COVERING TRAIN AND HOTEL, WAS PROVIDED WITH A BOOKING REF WITHOUT THE ACTUAL TRAIN CONFIRMATION, THERE IS NO CUSTOMER SERVICES, I STILL HAVEN'T RECEIVED THE TRAIN CONFIRMATION ON THE DAY I TRAVEL, I DOUBT VERY MUCH I WILL BE GETTING MY TICKET.HAVE LOST THE MONEY TO THIS SCAM COMPANY.",Rated 1 out of 5 stars,12 August 2022
Paula Gee,Excellent price on Ryanair flights,Excellent price on Ryanair flights. Cannot believe how much we saved compared with booking direct!,Rated 5 out of 5 stars,12 August 2022
Joanna Veronica Oboh,DO NOT USE THEM!,DO NOT USE THEM!My honeymoon in Mexico 3k booking went down the drain. Such a stressful experience. They refused to speak I would be messed around told people would contact me and call me back. They were meant to change our holiday date however instead of telling us in first place that it’s not possible they dragged the whole situation till it was too late to do anything about it!! They couldn’t even advice us what to do. No customer service whatsoever.,Rated 1 out of 5 stars,11 August 2022
Alex Pandolfo,Outstanding service and a simple booking process,"I had had to get home quickly I found last minute on the net . Logged in and found a flight . The cheapest on line . The site was easy to negotiate and within monte my flights were booked , paid for and I had checked in online  Four hours after booking I was in the air and homeward bound . Big thanks to all .",Rated 5 out of 5 stars,11 August 2022
Shane,!!!   WARNING DO NOT USE !!!,!!!   WARNING DO NOT USE !!!I have given 1 star review because 0 is not an option.I had my flights cancelled by the airline and told to request a refund from last minute.com as they took the payment for flights. after an hour of trying to get through to customer services I was told there was no alternative flights and would have to have a refund for the cancelled flights at this point the agent stated that to process refunds it will deduct £25.00 per person for administration costs. I would have never agreed to any company taking fees for services not provided but they stated that they will not process refund without these costs so I advise anyone who wishes to use this company to do so at there peril. A rip off company.!!!!!!!!!!!!!!!!   WARNING DO NOT USE !!!,Rated 1 out of 5 stars,11 August 2022
kunde,Easy to use👍🏻,n/a,Rated 5 out of 5 stars,11 August 2022
Anto,Don't book a holiday with Lastminuite.com,"What ever you do do not book a holiday with Lastminuite.com because if anything goes wrong you won't get them to 1/ sort it out 2/ get you money back.So this is what happen to us.we booked a holiday with them for a week away in a 4 star hotel with flights and half board from Saturday 14th of May to Saturday 21st May 2022. A few weeks later I received an email from them saying that they have changed the flight, hotel and transfer date to Sunday 15th to Sunday 22nd May and that they would notify the taxi company and hotel of the change. That's were it all went wrong. as they did not do any of that.So we are at home in England on Saturday 14th May when we got a phone call from a taxi driver in Montenegro asking were we are! So we told him that the flight details had been changed to the next day, so we will be there tomorrow and that the travel company Lastminute.com should have informed you of the change, which they obviously had not, and can he pick us up tomorrow instead which he said he could not and that we would have to paid for a taxi when we arrived on the 15th. So I tried contacting Lastminuite.com to sort this out which they said they would do. but guess what they did not. I therefore emailed the hotel direct to let them know of the the change in dates. However when we did get to the hotel they said that Lastminute.com or there local agent had not been in touch so we would have to pay for an extra night. which we were not happy about. anyway we have the same problem with the taxi driver turning up on the Sat 21st, so after trying to contact Lastminuite.com while on holiday to no avail we decided to take the taxi to the capital which was near where the airport was and pay for a cheaper hotel there rather than pay for another taxi on the Sunday and the expensive hotel we were staying in.So when we go home I then had to spend many more hours trying to get a refund out of Lastminuite.com for there mistakes, which finally they agreed to back in June and I am still trying to get the money out of them to no avail. a nightmare company to deal with.",Rated 1 out of 5 stars,11 August 2022
Alastair Scobbie,Cost me over £1700 because they gave me…,"Cost me over £1700 because they gave me the wrong information, lead me down a rabbit hole, never ever communicated with any clarity to actually explain what was going on, on multiple occasions told me things which were just entirely untrue. If anything goes wrong or changes about your holiday or flights, the customer service from LastMinute is so bad, it makes it 100x worse. Just read the reviews.For me, a simple connection flight cancellation, ended up in all my flights being cancelled 1 week before I was due to fly, and I had to rebook at 3x the price. Some of their customer service reps are rude AND all of them I spoke to offer absolutely no value, one was very patronising and said to me ""so what, the computer magically chose to cancel all flights"" after I told them I didn't make the cancellation request. No sympathy at all, no consideration for the person or situation at all.Words honestly do not justify how useless they were, on top of that, their mistakes have cost me and they simply don't care. It's like speaking to a brick wall. They turned a minor issue into a huge costly mistake which I have had to pay for.",Rated 1 out of 5 stars,11 August 2022
Debbie,Having a nightmare with lastminute.com…,Having a nightmare with lastminute.com I booked return flights through lastminute.com in January for myself husband son & girlfriend to return from Turkey on 23rd August we fly out there on Monday (15th August) but in may they contacted me saying Turkish airlines had cancelled our return flight but they could offer me an alternative flight on the same day in morning & if I accepted would receive confirmation & new flight details within 7 days ! Well that was 3 months ago I have emailed phoned them on several occasions to be told my request is being delt with but due to being busy they are dealing with things due to priority! So as it stands myself & family fly Monday for a family wedding with no booked return flight I’ve not been able to book any transfers or car parking & obviously can’t book my own flights as lastminute.com have my money am so anxious that we are going to be stranded in Turkey the customer service I’m receiving after 10 emails & complaints is disgusting have even contacted Turkish airlines but they say nothing they can do it’s down to lastminute.com to re book flights ! I understand they are busy but why offer me alternative flights in may if they were not going to book them it takes less than 15 minutes to book 4 flights ! Does anyone know where I stand & my rights or what I should do before we fly on Monday ThanksBooking ID: 1910075058,Rated 1 out of 5 stars,11 August 2022
Mike,All round good experience!,n/a,Rated 5 out of 5 stars,11 August 2022
Tina,I booked to go to poland with…,"I booked to go to poland with Lastminute.com for September 2022. I was going for surgery so I had to be in Poland 5 days, the airline cancelled my return flight and the alternative was to come home a day sooner, this wasn't possible with the surgery so I asked for other dates.. After Alot or back and forth they couldn't accommodate me. They DO NOT communicate with each other at all, Everything gets passed to someone else. I cancelled the flight and persued a refund. I had to open a dispute with my bank to help get the refund, in the end I decided to settle for the partial refund. I pressed to accept but my phone screen bounced and I selected vouchers! I called IMMEDIATELY to tell them I made a mistake. The guy said sorry nothing we can do, you have to keep the voucher now.. I hung up, rang back, got in touch with a lady who said oh yeah that's fine, ins withing 24 hours we can change it dont worry, however you have a dispute open so that needs to be closed before we can issue it. I called the bank, closed the dispute and sent them proof.. Its been 3 weeks.. I've been emailing and they just say we haven't had proof, sent it twice! Today I decided to call.. I rang 02083961219.. I got through instantly, the lady said she doesn't deal with refunds but passed me through to the relevant department, he put me on hold then hung up, I tried to ring the number 13 times after this, it just hangs up instantly. I tried off my sins phone it went through instantly, the lady called aria said she couldn't put me through but I'll give you the number, I said there's no point, once you no longer consider me a customer I can't get through, you don't recognise my number or my booking reference so I can't get through, she insisted this was the only way I could speak to someone. I hung up, I rang again and was answered immediately and another lady put me through!! I recorded our call this time and was told it was woth the relevant department! I've never experienced customer service like it.. You can't get through on the ohone, one staff says one thing another says something else, they are slow, they are incompetent and LESS then helpful. I will never ever use them again. And I still have no refund!! I requested it 8 weeks ago! Avoid",Rated 1 out of 5 stars,11 August 2022
Eden,I purchased the suitcases to the flight…,"I purchased the suitcases to the flight to Colombia through you and the flight back from lima to Israel, and the flight company didn’t get the purchase so I had to pay twice for the suitcase, yet I sent a lot of mails to last minute to get my money back, and now one in the customer service had came back to ensure me I will get my money back.",Rated 2 out of 5 stars,11 August 2022
Stephen Smith,Absolutely dreadful company,"Absolutely dreadful company. Had a flight cancelled in March 2022, that meant that I coudl not get the connecting flight. They were less than helpful at the time but emaild to say I would get a refund for the return jounney. Well 5 months on just got a refund for the fist short part of they journey not the second leg. They said all I could do was to contact BA -I did - they said that the second leg had not been cancelled and the refund would have been made in 21 days. Lastminute appear to have lied and are certainly unhelpful. NEVER USE THIS COMPANYThey wont put me through to a manager, they never respond and they change their story",Rated 1 out of 5 stars,11 August 2022
Sheetal Chauhan,I booked Thailand TKT first time from…,I booked Thailand TKT first time from last-minute.th er process was quite easy n quick.Great deals also available.,Rated 5 out of 5 stars,11 August 2022
Sher Ho,Booking Sin to Athens(Scoot),"I’ve recently booked with them, the only confusion I had was the check-in online.  They should have updated when check ins can be done.",Rated 2 out of 5 stars,11 August 2022
Jackie,No hassle check in.,I paid a bit extra and lastminute.com sent me my online boarding pass and so I had absolutely no hassle at the airport. Fantastic.,Rated 5 out of 5 stars,11 August 2022
Mohammadali,The airline (easyJet) doesn’t let us go…,The airline (easyJet) doesn’t let us go to the airplane and we did losing our money,Rated 1 out of 5 stars,11 August 2022
Steve Wedd,I like surveys but not ones where you…,I like surveys but not ones where you force an answer. 5* fir the holiday booking -5* fir this survey,Rated 5 out of 5 stars,11 August 2022
Kim,The reason I only give 3 stars is that…not flexible at all,"The reason I only give 3 stars is that the booking itself was very straight forward and very pleased, but one of our group had a mental breakdown and couldn’t exchange the flight to another person as my husband is disabled and need help with the journey, which to me is stupid had the book another seat",Rated 3 out of 5 stars,11 August 2022
Cristina,Everything was perfect!,n/a,Rated 5 out of 5 stars,11 August 2022
Tanassy Tanassy,Everything worked perfectly fine,"Everything worked perfectly fine, I had no need to contact them in any way, so very happy with my experience. Back in April 2022 I booked a package holiday for Lanzarote with lastminute.com. It included return flights with Ryanair (shocker, after all the cancellations!), airport transfers both ways, and a 10 days stay at a 4 star hotel. I paid the price in full which was not cheap, so, when I started reading the reviews and with all the flight cancellations - I was a nervous wreck!At some point I even started thinking of plan B, in case this holiday dose not happen.But everything went well and smooth. I did not communicate with Lastminute about my package holiday at all, I just followed the instructions. So, from my experience,  I cannot say anything bad.I am very grateful it happened this way.",Rated 5 out of 5 stars,11 August 2022
Susan Burraway,Absolutely horrendous,"Absolutely horrendous. Numerous men walking the hallways, no fire alarms - all had been disconnected and I guess someone was supposed to be replacing them. Child was very unsettled and screamed as she didn't feel safe so had to find alternative accommodation. Nearly fell through the bathroom floor, the windows didn't stay open, no fire escape. When emailed the hotel to say I wouldn't be staying and wanted a refund all I got in reply was 'I hope you enjoy your stay'",Rated 1 out of 5 stars,10 August 2022
Josh Kwesi Caine,Never ever ever book with…,"Never ever ever book with LastMinute.com. The customer service is appalling, almost impossible to get hold of an agent and when you do they have no clue. It took over 1.5 years to get a voucher for a cancelled flight, no help or support for the cancelled flight and the voucher only lasted 6 months!",Rated 1 out of 5 stars,10 August 2022
Joe Rippon,AVOID,"AVOID. Didnt notify us a flight had been changed to 2 days later so were left in Portugal without accommodation and had to pay a fortune for new flights home. They said they did let us know, only by an email which I never received, and they should have phoned or requested a reply to make sure it had been received.They would only refund the monies of the tickets we couldn't use, not contribute to the much more expensive tickets we had to buy. The icing on the cake though, is that they will not refund unless the airline refunds, yet they have to request the refund on your behalf. They said this could take up to 2 months. 3 Months later, i get in touch with LastMinute and they say its being chased up, but heard nothing more. It wasnt until I read a Which? magazine article, where the same thing had happened to him, that I thought I would go to the airline directly for an update on the refund. They had not even bothered to request the refund!After a mess about  providing all the required information, I was able to get a refund from the airline, but with no assistance from LastMinute.Do yourself a favour and avoid this company.",Rated 1 out of 5 stars,10 August 2022
Rémi Boyer,Scam artists!! AVOID AT ALL COST,"My whole booking was cancelled by the airline, I therefore requested a refund as the alternatives flight options were not suitable. The T&Cs on LM's website stipulate that I should be entitled to a full refund in case of cancellations by the airline. All of a sudden, the refund I receive is £100 less than the original booking because of some clause hidden away in the T&Cs contained in the original confirmation email. Those T&Cs are different to the ones you can find on their website. Don't be fooled and stay well away from them, they will rip you off any way they can. Shame one star is the minimum.",Rated 1 out of 5 stars,10 August 2022
Oliver,"Not so ""lastminute""","They are called ""lastminute"", but can't deal with any changes within 24 hours of the flight (even when we were willing to pay). Even something as simple as a minor name correction. Had we booked direct with the airline this would have been sorted no problem, but they couldn't as the system the agents use is only accessible to travel agents. We got denied boarding and had to rebook.Never use a travel agent to book your flights, especially not this one. Even if you save £10 or so Vs going direct, it isn't worth it.",Rated 1 out of 5 stars,10 August 2022
Mr Paul Rogers,Excellent websites and making booking…,Excellent websites and making booking was very straightforward,Rated 5 out of 5 stars,10 August 2022
John Atkin,Basic service at best,"Basic service at best.   NY trip rebooked 3 times due to Covid and this they dealt with although a bit slow.  Eventually when traveling, a number of booking in issues and a lack of info from LM.com lead to us NOT boarding flights, rejected Covid teste and lost baggage for 3 days !!    Nightmare.    Complaint made to ABTA and LM.com gave no apology, just quoted what they had done.    very very Poor. WILL NOT USE AGAIN.",Rated 2 out of 5 stars,10 August 2022
Brenda Clark,We found the website difficult to…,We found the website difficult to navigate whilst booking our holiday to Zadar. Descriptions of potential accommodation were very vague in relation to our requests! Then when we did finally booked online we discovered an annoying discrepancy regarding baggage allowance requests to what our confirmation email indicated. When we queried the discrepancy the company claimed the error was our fault not theirs and any request for changes made would be only granted if we were to fund the difference in additional costs????,Rated 3 out of 5 stars,09 August 2022
customer,Had difficulties checking in online,n/a,Rated 4 out of 5 stars,09 August 2022
B. Stankovic,We purchased and paid for holiday at…,"We purchased and paid for holiday at Naxos via Mykonos airport (Greece). LM arrange just flight and accommodation. We realised that's impossible to synchronize return ferry and flight fm Mykonos as first ferry sails 12.05 but flight is at 11.00 (with Transavia). LM must know facts! LM rejected to return money for impossible arrangement deducted just for adm. cost 35 euro pp. Briefly, they offered to return 258,55 euro out of 1133,99 euro. They work like thieves cartel but legally and should be outcasted from the market.",Rated 1 out of 5 stars,09 August 2022
Ken p.,I'll be back in October,"I have yet to pay the balance on my holiday.. booking was easy enough, and communication good.. I shall up date in October 2022 if all goes as planned",Rated 4 out of 5 stars,09 August 2022
Wai Lam Wong,Thank you last minute deal,Thank you last minute deal. It was amazing.,Rated 5 out of 5 stars,09 August 2022
Alex Simpson,DO NOT TRUST !,DO NOT TRUST ! As i write this i am in the queue to Barclaycard to void my transaction with Lastminute.com for a flight. A £50 flight of no extras morphed into a payment of £79.79. A sham of a site and customer service that spouts from a script and goes nowhere.,Rated 1 out of 5 stars,09 August 2022
Vernon A.,No refund for 2+ months..,"No refund for 2+ months... On a total flight cost of around £1100. I am escalating the case via telephone, since a partial refund was already handed over from the airline to LM but they are refusing to refund it to me. Nothing is happening despite escalating it. No call-back. No email to update. No ETAs given. Just a ""as soon as possible"" excuse.I am going to do a chargeback on a new booking made with them in the next 7 working days if they don't refund me, since that was also again simply cancelled a few days before I was scheduled to fly, and I had to move it around repeatedly to get it arranged, no doubt probably getting cancelled again a few days before I'm meant to be on a plane.",Rated 1 out of 5 stars,09 August 2022
Gladys Gillibrand,First class service and boarding passes…,First class service and boarding passes on time all done for me,Rated 5 out of 5 stars,09 August 2022
John,Everything was great with last minute,"Everything was great with last minute, from initial booking to receiving boarding passes,no hassle, will use again,",Rated 5 out of 5 stars,09 August 2022
ian,Booked a package with them recently,"Booked a package with them recently, and when we arrived the hotel was dreadful, the pictures that Lastminute showed on the site were nothing like the hotel, it was so bad I booked straight into another hotel, and left a complaint with the manager, when I complained to Lastminute, they started of saying they would look into it, but after 4 weeks I haven't heard anything, and I have only asked for the cost of the hotel part of my package to be refunded. The companies attitude is dreadful, I have dealt with travel companies and they are the worst, no communication, only interested in taking your money and charging top dollar for bottom dollar service. If I could give a minus I would.",Rated 1 out of 5 stars,09 August 2022
Stef,Will never use Lastminute.com again,They sent me to the wrong terminal on all confirmation emails. You can imagine the stress upon arriving at the airport only to be told to go to a different terminal. I had to find a cab and of course this happened during the train strikes! Very stressful. I do not recommend them at all.,Rated 1 out of 5 stars,09 August 2022
M. Smith,Worst customer service team ever,"Lastminute is an absolute waste of time. Their customer service is the worst I’ve ever encountered! Please go elsewhere. I really regret using them this summer and will NEVER EVER make the same mistake again. Awful company, awful customer service agents that simply don’t care.",Rated 1 out of 5 stars,09 August 2022
Katrin,LM puts us in a difficult situation,"LM puts us in a difficult situation. We have booked a trip Gothenburg-Budapest and when we arrive in Budapest we are informed that they cannot arrange the flight home, which we had paid for. we have to arrange the journey home ourselves. That meant an extra hotel night and a flight for just under SEK 8,000 extra.",Rated 1 out of 5 stars,08 August 2022
Richard,This company is just so bad,"This company is just so bad.  I tried to book a holiday in Majorca for my family and me and had a query so I called them up.  There was then constant pressure over the phone to book a holiday and I fell into the trap of booking something.  They got all our names wrong for the flights despite me spelling out each name in using the phonetic alphabet.  Once I spotted this I tried to correct THEIR error only to be slapped with a £100 charge for changing the details?!  I wont go into other details about their total inflexibility, poor customer service and the 'computer says no' mentality of pretty much everyone who works there.  If you are thinking about using this company, don't!  There are other options online and from reading the other reviews both here and elsewhere, just about any other booking service would be better.",Rated 1 out of 5 stars,08 August 2022
Deepam,Refund missing after 3 months and wont help at all,"In May I booked a flight from lastminute.com for October to Phuket.The flight got cancelled and they couldn't do anything but provide a refund. 3 months later and I'm still waiting for my refund.When I call lastminute.com their attitude is simple not our problem you will just have to wait.I'm flying out in 2 months time so I have little time left to sort this and they refuse to help me in anyway apart from say sit tight.Their customer service is terrible and completely horrible, they say they understand but fact is they don't care and will pass the responsibility to everyone apart from themselves.I understand that they need to wait for the refund from the airline but I need that cash to rebook my flight, which they should be able to do knowing they will get the money back from the airline. So in short the only one who will be out of pocket will be me ....... great.",Rated 1 out of 5 stars,08 August 2022
reverse art,Let down. Com,Got a email after booking refunding me for hotel stay after purchasing travel tickets. Which was a waste of my time searching and money as I can't refund travel.,Rated 1 out of 5 stars,08 August 2022
Neil Hillier,3-pool resort until you book,"Booked a package holiday with 3 pools and water slides at an all inclusive resort for us (wife and 4 children). On confirmation I receive a note that all the pools and slides are shut this year.  Have been trying to get my money back each day, but they only offer around £1500 of the £3700 I spent. It's outrageous and could happen to anyone. Adverts remain on their site, pools still advertised. There is no escalation. They've ruined my summer, my children's summer and there will be no holiday, and I am left in debt and taking legal advice to obtain a CCJ against them.",Rated 1 out of 5 stars,08 August 2022
customer,Booked a twin room and was given…,"Booked a twin room and was given something else. Their website lets you book a twin room then says you did not book such a thing. The false advertising is still up today and I have screenshots and video evidence showing the listing when they claim there is no such thing. Nevertheless, LastMinute escalated claims have gone tough luck and after a month of emails have decided to give no compensation and not even take responsibility for this type of error. They just like to repeat ""we're an agent"". Don't give these conmen your money.",Rated 1 out of 5 stars,08 August 2022
Michael,Disgusting company,Disgusting company.  Cancelled my flights over 2 months ago and I'm still waiting for a refund.  No update whatsoever.,Rated 1 out of 5 stars,08 August 2022
Foxa,Awful,"Aside of getting wrong information for checkin gates etc, there were 0 updates whatsoever and all extra services like boarding passes DID NOT get delivered!!!!AVOID AT ALL COSTS!",Rated 1 out of 5 stars,07 August 2022
Josh,Large Booking (13 people),"Trying to book for a party of 13 and lastminute.com made the whole process extremely difficult. One party of 5 secured, trying to get flights for the remaining 7 impossible. Kept paying successfully only for lastminute.com to renege and say they were unable to confirm the booking. Extremely frustrating and in the end went direct with the airline. Will never use again when booking for a large party and would never recommend anyone else to do so either.",Rated 1 out of 5 stars,07 August 2022
Nicholas,Great Hotel in the heart of Old Havana,Great Hotel in the heart of Old Havana. Fantastic room and service. Only downside is the quality of food and drinks on the rooftop location. Could be a fantastic spot but maybe with time they may improve as this is a recently opened hotel. Overall Havana was great and what you would expect but with great restaurants and site seeing steps away from the Hotel.,Rated 4 out of 5 stars,07 August 2022
Helen Gardner,Everything was perfect,n/a,Rated 5 out of 5 stars,07 August 2022
Kieran,Absolute Scam of a company,"Absolute Scam of a company with terrible customer service! Gave me a fraction of my money back for a refund and proceced it without my knowledge, when i went to seek answers the customer support was unhelpful and I had no way of contavting anyone over phone. Would not reccomend.",Rated 1 out of 5 stars,07 August 2022
simon axford,Xxxx,Xxxxxxxxxxx xxx,Rated 5 out of 5 stars,07 August 2022
Sumaya Carlie,I will never use last minute ever again…,I will never use last minute ever again Ryan air is just a pathetic airline disgusted I am is en under statement so the flight going was jet2.com and returning Ryanair what a bloody disorganised mess I loved Barcelona the people there then I had to come back to see your screwed up faces at Ryan Air and Jet2 what a bloody nightmare I will never travel again I love travelling but your customer services at Jet2 made me hate it I have now bought a camper van and travelling Europe by road so I never have to deal with your appalling behaviour sickened,Rated 1 out of 5 stars,07 August 2022
Debbie,Great service on a flight booking and…,Great service on a flight booking and cheap too,Rated 5 out of 5 stars,07 August 2022
Anita,Do not take this company!,"Do not take this company!!  Looks like scammers. They haven't returned the money for a month, even though I returned it on time and met all the deadlines. It is impossible to call them. Does not respond to emails. GIVE MY MONEY BACK!",Rated 1 out of 5 stars,07 August 2022
Qurat Saleem,I wish I could have given minus stars…,"I wish I could have given minus stars as I had a terrible experience with them for my holiday Booking. Its a total scamI wanted to change my travel dates but they refused to help me with that first of all terrible customer care service ,u can't literally call them and if by any chance u are lucky enough to chat to someone ,they will be having no idea how to resolve ur issues. I emailed them calledthem multiple times  but till last day of my trip nobody sorted out anything and I ended up looking 450 pounds .My suggestion will be to book directly via airlines and not to use this service otherwise your trip will ne ruined",Rated 1 out of 5 stars,07 August 2022
Mahmoud,Was everything good,n/a,Rated 5 out of 5 stars,06 August 2022
Iryna Samoilyk,Great package,"Great package, a wow experience, great choice of hotel. Hotel provided excellent service.",Rated 5 out of 5 stars,06 August 2022
Karen Hough,If you want a stress free experience do…,"If you want a stress free experience do not book with Last Minute .com! Their Customer Service is non existent the live chat is useless and their call centre is somewhere in Albania manned by operatives who's English is very poor and attitudes rude. They made mistakes on our flight bookings (spelt my Husbands name wrong then charged me to have it amended! they also did not log with the airline that we'd paid for checked luggage so we had to pay again at the airport. Hidden charges on final confirmation not mentioned until youve already given card details. Hotel we stayed at had major building work going on which was not disclosed before booking. Terrible service, awful to deal with never again",Rated 1 out of 5 stars,06 August 2022
Bhavna ,Cancelled flight,"I booked the flights to Pondicherry from Bangalore ( Spicejet) for 28/7/2022  however spicejet sent me a text stating that they had cancelled the flight and rescheduled to the next day. They did not ask my consent to move 4 tickets to the next day. This did not suit my plans. We tried contacting via customer care phone line, website including their help desk. No assistance was given for over 3 days. I tried to reach Lastminute hoping that they may be able to help ( the original flight remained on the last minute booking even allowing me to ‘check in’! I did not get help from last minute either.It was quite stressful and I re-booked tickets via Indigo. I followed a link to cancel the rescheduled flight by spicejet. Since then, I haven’t heard anything, which is why I am hoping this review may catch your attention.I am still awaiting a refund - which should be in full as the carrier cancelled the flight. It has been 10 days since writing to customer care.  Hope you can help with this. I understand spicejet has caused inconvenience to others. Should you allow them on your platform? My previous bookings with Lastminute have been perfect.",Rated 4 out of 5 stars,06 August 2022
rafal ,lastminute is a proper thief,"lastminute is a proper thief. when they sell tickets they inform that it comes with standard hand luggage size 55x40x20. when I did my checkin airlines ""another thief ryanair"" said this luggage is not included, so I had to pay extra £50 for 2 hand luggages. avoid this company",Rated 1 out of 5 stars,06 August 2022
